driver_actions,objects_in_scene,hand_on_gear,hands_using_wheel,talking,gaze_on_road,eyes_state,yawning,road_type,weather,time_of_day,traffic_density,car_speed,risk_score
hair_and_makeup,hair_comb,NA,only_right,not_talking,looking_road,undefined,NA,highway,rain,evening,high,severe_over,0.48
hair_and_makeup,hair_comb,NA,only_right,not_talking,not_looking_road,close,NA,urban,rain,morning,high,severe_over,0.545
hair_and_makeup,hair_comb,NA,only_right,not_talking,not_looking_road,closing,NA,highway,rain,evening,medium,severe_over,0.586
hair_and_makeup,hair_comb,NA,only_right,not_talking,not_looking_road,open,NA,urban,clear,night,medium,over,0.443
hair_and_makeup,hair_comb,NA,only_right,not_talking,not_looking_road,opening,NA,rural,rain,morning,medium,under,0.414
hair_and_makeup,hair_comb,NA,only_right,not_talking,not_looking_road,undefined,NA,highway,clear,evening,high,under,0.48
hair_and_makeup,hair_comb,NA,only_right,Yawning,looking_road,close,NA,highway,clear,morning,high,severe_over,0.43
hair_and_makeup,hair_comb,NA,only_right,Yawning,looking_road,closing,NA,highway,clear,morning,medium,over,0.373
hair_and_makeup,hair_comb,NA,only_right,Yawning,looking_road,open,NA,urban,rain,afternoon,medium,none,0.295
hair_and_makeup,hair_comb,NA,only_right,Yawning,looking_road,opening,NA,highway,rain,evening,medium,severe_over,0.455
hair_and_makeup,hair_comb,NA,only_right,Yawning,looking_road,undefined,NA,highway,fog,morning,high,severe_over,0.459
hair_and_makeup,hair_comb,NA,only_right,Yawning,not_looking_road,close,NA,urban,clear,evening,high,under,0.488
hair_and_makeup,hair_comb,NA,only_right,Yawning,not_looking_road,closing,NA,highway,clear,evening,medium,over,0.512
hair_and_makeup,hair_comb,NA,only_right,Yawning,not_looking_road,open,NA,highway,fog,evening,high,none,0.484
hair_and_makeup,hair_comb,NA,only_right,Yawning,not_looking_road,opening,NA,urban,clear,evening,high,under,0.455
hair_and_makeup,hair_comb,NA,only_right,Yawning,not_looking_road,undefined,NA,highway,clear,evening,low,severe_over,0.496
drinking,bottle,NA,none,NA,looking_road,close,NA,rural,clear,evening,medium,under,0.43
drinking,bottle,NA,none,NA,looking_road,closing,NA,highway,fog,morning,medium,none,0.467
drinking,bottle,NA,none,NA,looking_road,open,NA,rural,clear,night,high,severe_over,0.467
drinking,bottle,NA,none,NA,looking_road,opening,NA,highway,rain,afternoon,medium,severe_over,0.516
drinking,bottle,NA,none,NA,looking_road,undefined,NA,highway,rain,evening,high,under,0.504
drinking,bottle,NA,none,NA,not_looking_road,close,NA,highway,rain,afternoon,high,none,0.59
drinking,bottle,NA,none,NA,not_looking_road,closing,NA,rural,fog,morning,low,severe_over,0.59
drinking,bottle,NA,none,NA,not_looking_road,open,NA,highway,rain,evening,medium,none,0.52
drinking,bottle,NA,none,NA,not_looking_road,opening,NA,highway,snow,evening,high,severe_over,0.701
drinking,bottle,NA,none,NA,not_looking_road,undefined,NA,urban,rain,morning,high,none,0.512
drinking,bottle,NA,only_left,NA,looking_road,close,NA,highway,rain,morning,high,severe_over,0.406
drinking,bottle,NA,only_left,NA,looking_road,closing,NA,highway,fog,night,high,none,0.406
drinking,bottle,NA,only_left,NA,looking_road,open,NA,rural,clear,morning,high,under,0.201
drinking,bottle,NA,only_left,NA,looking_road,opening,NA,highway,rain,evening,high,none,0.332
drinking,bottle,NA,only_left,NA,looking_road,undefined,NA,rural,fog,morning,high,severe_over,0.352
drinking,bottle,NA,only_left,NA,not_looking_road,close,NA,urban,clear,afternoon,medium,severe_over,0.434
drinking,bottle,NA,only_left,NA,not_looking_road,closing,NA,rural,rain,evening,high,severe_over,0.504
drinking,bottle,NA,only_left,NA,not_looking_road,open,NA,highway,clear,afternoon,high,under,0.361
drinking,bottle,NA,only_left,NA,not_looking_road,opening,NA,urban,clear,night,high,severe_over,0.467
drinking,bottle,NA,only_left,NA,not_looking_road,undefined,NA,highway,fog,afternoon,high,severe_over,0.512
drinking,bottle,NA,only_right,NA,looking_road,close,NA,highway,clear,morning,high,none,0.283
drinking,bottle,NA,only_right,NA,looking_road,closing,NA,urban,clear,evening,high,severe_over,0.381
drinking,bottle,NA,only_right,NA,looking_road,open,NA,highway,clear,morning,high,severe_over,0.299
drinking,bottle,NA,only_right,NA,looking_road,opening,NA,highway,clear,night,medium,severe_over,0.369
drinking,bottle,NA,only_right,NA,looking_road,undefined,NA,urban,fog,evening,medium,under,0.328
drinking,bottle,NA,only_right,NA,not_looking_road,close,NA,highway,rain,evening,medium,none,0.439
drinking,bottle,NA,only_right,NA,not_looking_road,closing,NA,urban,rain,evening,low,severe_over,0.48
drinking,bottle,NA,only_right,NA,not_looking_road,open,NA,rural,rain,morning,high,severe_over,0.398
drinking,bottle,NA,only_right,NA,not_looking_road,opening,NA,rural,snow,evening,high,severe_over,0.512
drinking,bottle,NA,only_right,NA,not_looking_road,undefined,NA,highway,rain,morning,medium,severe_over,0.447
texting_right,phone,NA,only_right,talking,looking_road,close,NA,rural,clear,morning,high,severe_over,0.439
texting_right,phone,NA,only_right,talking,looking_road,closing,NA,rural,rain,evening,medium,under,0.439
texting_right,phone,NA,only_right,talking,looking_road,open,NA,urban,rain,afternoon,high,severe_over,0.451
texting_right,phone,NA,only_right,talking,looking_road,opening,NA,highway,rain,morning,medium,under,0.406
texting_right,phone,NA,only_right,talking,looking_road,undefined,NA,rural,clear,evening,high,none,0.365
texting_right,phone,NA,only_right,talking,not_looking_road,close,NA,highway,rain,afternoon,high,under,0.582
texting_right,phone,NA,only_right,talking,not_looking_road,closing,NA,highway,snow,evening,high,severe_over,0.701
texting_right,phone,NA,only_right,talking,not_looking_road,open,NA,highway,rain,morning,high,none,0.471
texting_right,phone,NA,only_right,talking,not_looking_road,opening,NA,urban,rain,afternoon,medium,none,0.475
texting_right,phone,NA,only_right,talking,not_looking_road,undefined,NA,rural,rain,afternoon,low,under,0.467
texting_right,phone,NA,only_right,talking,looking_road,close,NA,rural,rain,morning,medium,severe_over,0.455
texting_right,phone,NA,only_right,talking,looking_road,closing,NA,highway,fog,morning,high,under,0.484
texting_right,phone,NA,only_right,talking,looking_road,open,NA,rural,clear,afternoon,medium,none,0.287
texting_right,phone,NA,only_right,talking,looking_road,opening,NA,urban,snow,afternoon,medium,none,0.418
texting_right,phone,NA,only_right,talking,looking_road,undefined,NA,urban,rain,morning,high,under,0.406
texting_right,phone,NA,only_right,talking,not_looking_road,close,NA,rural,snow,evening,low,severe_over,0.619
texting_right,phone,NA,only_right,talking,not_looking_road,closing,NA,highway,rain,afternoon,high,severe_over,0.639
texting_right,phone,NA,only_right,talking,not_looking_road,open,NA,rural,clear,morning,high,under,0.414
texting_right,phone,NA,only_right,talking,not_looking_road,opening,NA,urban,fog,evening,medium,severe_over,0.598
texting_right,phone,NA,only_right,talking,not_looking_road,undefined,NA,rural,clear,afternoon,high,severe_over,0.525
texting_right,phone,NA,only_right,talking,looking_road,close,NA,rural,rain,afternoon,medium,under,0.418
texting_right,phone,NA,only_right,talking,looking_road,closing,NA,highway,rain,afternoon,high,under,0.484
texting_right,phone,NA,only_right,talking,looking_road,open,NA,urban,fog,afternoon,medium,severe_over,0.447
texting_right,phone,NA,only_right,talking,looking_road,opening,NA,highway,clear,morning,medium,under,0.365
texting_right,phone,NA,only_right,talking,looking_road,undefined,NA,rural,snow,afternoon,high,severe_over,0.508
texting_right,phone,NA,only_right,talking,not_looking_road,close,NA,highway,fog,night,high,severe_over,0.701
texting_right,phone,NA,only_right,talking,not_looking_road,closing,NA,highway,clear,morning,high,severe_over,0.578
texting_right,phone,NA,only_right,talking,not_looking_road,open,NA,highway,rain,morning,medium,none,0.447
texting_right,phone,NA,only_right,talking,not_looking_road,opening,NA,highway,fog,afternoon,high,none,0.545
texting_right,phone,NA,only_right,talking,not_looking_road,undefined,NA,urban,fog,morning,medium,under,0.5
texting_right,phone,NA,only_right,not_talking,looking_road,close,NA,urban,rain,morning,medium,none,0.357
texting_right,phone,NA,only_right,not_talking,looking_road,closing,NA,urban,clear,afternoon,high,none,0.361
texting_right,phone,NA,only_right,not_talking,looking_road,open,NA,highway,clear,evening,high,severe_over,0.422
texting_right,phone,NA,only_right,not_talking,looking_road,opening,NA,urban,fog,morning,medium,severe_over,0.426
texting_right,phone,NA,only_right,not_talking,looking_road,undefined,NA,highway,snow,afternoon,medium,none,0.41
texting_right,phone,NA,only_right,not_talking,not_looking_road,close,NA,urban,clear,morning,medium,none,0.414
texting_right,phone,NA,only_right,not_talking,not_looking_road,closing,NA,urban,clear,afternoon,high,severe_over,0.541
texting_right,phone,NA,only_right,not_talking,not_looking_road,open,NA,rural,fog,morning,high,none,0.418
texting_right,phone,NA,only_right,not_talking,not_looking_road,opening,NA,rural,snow,morning,high,severe_over,0.553
texting_right,phone,NA,only_right,not_talking,not_looking_road,undefined,NA,highway,fog,morning,low,under,0.475
texting_right,phone,NA,only_right,not_talking,looking_road,close,NA,highway,rain,evening,high,none,0.447
texting_right,phone,NA,only_right,not_talking,looking_road,closing,NA,urban,rain,evening,low,severe_over,0.463
texting_right,phone,NA,only_right,not_talking,looking_road,open,NA,urban,snow,afternoon,medium,none,0.352
texting_right,phone,NA,only_right,not_talking,looking_road,opening,NA,highway,rain,morning,high,under,0.398
texting_right,phone,NA,only_right,not_talking,looking_road,undefined,NA,highway,clear,afternoon,high,none,0.352
texting_right,phone,NA,only_right,not_talking,not_looking_road,close,NA,highway,rain,afternoon,high,none,0.525
texting_right,phone,NA,only_right,not_talking,not_looking_road,closing,NA,urban,clear,evening,high,severe_over,0.561
texting_right,phone,NA,only_right,not_talking,not_looking_road,open,NA,urban,rain,morning,high,severe_over,0.496
texting_right,phone,NA,only_right,not_talking,not_looking_road,opening,NA,highway,fog,afternoon,medium,severe_over,0.57
texting_right,phone,NA,only_right,not_talking,not_looking_road,undefined,NA,highway,clear,morning,low,severe_over,0.471
texting_right,phone,NA,only_right,not_talking,looking_road,close,NA,highway,rain,morning,high,none,0.406
texting_right,phone,NA,only_right,not_talking,looking_road,closing,NA,urban,clear,evening,high,severe_over,0.463
texting_right,phone,NA,only_right,not_talking,looking_road,open,NA,highway,snow,afternoon,high,none,0.402
texting_right,phone,NA,only_right,not_talking,looking_road,opening,NA,highway,fog,morning,high,severe_over,0.475
texting_right,phone,NA,only_right,not_talking,looking_road,undefined,NA,highway,fog,afternoon,high,severe_over,0.496
texting_right,phone,NA,only_right,not_talking,not_looking_road,close,NA,highway,clear,evening,high,none,0.504
texting_right,phone,NA,only_right,not_talking,not_looking_road,closing,NA,highway,rain,evening,medium,severe_over,0.602
texting_right,phone,NA,only_right,not_talking,not_looking_road,open,NA,highway,clear,afternoon,medium,under,0.418
texting_right,phone,NA,only_right,not_talking,not_looking_road,opening,NA,urban,clear,morning,medium,none,0.381
texting_right,phone,NA,only_right,not_talking,not_looking_road,undefined,NA,highway,fog,afternoon,high,severe_over,0.594
texting_right,phone,NA,only_right,Yawning,looking_road,close,NA,urban,rain,evening,high,severe_over,0.504
texting_right,phone,NA,only_right,Yawning,looking_road,closing,NA,urban,fog,evening,high,none,0.443
texting_right,phone,NA,only_right,Yawning,looking_road,open,NA,urban,clear,evening,high,under,0.34
texting_right,phone,NA,only_right,Yawning,looking_road,opening,NA,highway,fog,morning,medium,severe_over,0.451
texting_right,phone,NA,only_right,Yawning,looking_road,undefined,NA,urban,rain,evening,medium,severe_over,0.447
texting_right,phone,NA,only_right,Yawning,not_looking_road,close,NA,rural,rain,afternoon,high,severe_over,0.566
texting_right,phone,NA,only_right,Yawning,not_looking_road,closing,NA,highway,rain,evening,high,severe_over,0.627
texting_right,phone,NA,only_right,Yawning,not_looking_road,open,NA,highway,rain,afternoon,medium,severe_over,0.516
texting_right,phone,NA,only_right,Yawning,not_looking_road,opening,NA,highway,clear,morning,high,severe_over,0.512
texting_right,phone,NA,only_right,Yawning,not_looking_road,undefined,NA,urban,fog,evening,high,severe_over,0.59
texting_right,phone,NA,only_right,Yawning,looking_road,close,NA,highway,clear,afternoon,medium,severe_over,0.443
texting_right,phone,NA,only_right,Yawning,looking_road,closing,NA,highway,clear,afternoon,high,under,0.41
texting_right,phone,NA,only_right,Yawning,looking_road,open,NA,urban,fog,evening,medium,severe_over,0.434
texting_right,phone,NA,only_right,Yawning,looking_road,opening,NA,highway,snow,afternoon,high,severe_over,0.516
texting_right,phone,NA,only_right,Yawning,looking_road,undefined,NA,urban,clear,morning,high,severe_over,0.389
texting_right,phone,NA,only_right,Yawning,not_looking_road,close,NA,urban,clear,morning,high,severe_over,0.52
texting_right,phone,NA,only_right,Yawning,not_looking_road,closing,NA,urban,rain,night,high,severe_over,0.623
texting_right,phone,NA,only_right,Yawning,not_looking_road,open,NA,highway,rain,morning,high,none,0.439
texting_right,phone,NA,only_right,Yawning,not_looking_road,opening,NA,highway,clear,morning,medium,none,0.406
texting_right,phone,NA,only_right,Yawning,not_looking_road,undefined,NA,highway,clear,evening,high,severe_over,0.553
texting_right,phone,NA,only_right,Yawning,looking_road,close,NA,urban,clear,afternoon,high,severe_over,0.443
texting_right,phone,NA,only_right,Yawning,looking_road,closing,NA,urban,rain,evening,high,under,0.447
texting_right,phone,NA,only_right,Yawning,looking_road,open,NA,highway,clear,afternoon,medium,severe_over,0.377
texting_right,phone,NA,only_right,Yawning,looking_road,opening,NA,rural,clear,night,high,severe_over,0.434
texting_right,phone,NA,only_right,Yawning,looking_road,undefined,NA,urban,snow,afternoon,high,severe_over,0.492
texting_right,phone,NA,only_right,Yawning,not_looking_road,close,NA,highway,rain,morning,high,under,0.529
texting_right,phone,NA,only_right,Yawning,not_looking_road,closing,NA,urban,fog,morning,high,none,0.5
texting_right,phone,NA,only_right,Yawning,not_looking_road,open,NA,urban,clear,evening,high,severe_over,0.496
texting_right,phone,NA,only_right,Yawning,not_looking_road,opening,NA,highway,clear,afternoon,high,severe_over,0.533
texting_right,phone,NA,only_right,Yawning,not_looking_road,undefined,NA,urban,clear,night,high,severe_over,0.549
texting_left,phone,NA,none,talking,looking_road,close,NA,highway,clear,morning,high,severe_over,0.627
texting_left,phone,NA,none,talking,looking_road,closing,NA,urban,rain,afternoon,high,none,0.582
texting_left,phone,NA,none,talking,looking_road,open,NA,highway,fog,morning,medium,none,0.516
texting_left,phone,NA,none,talking,looking_road,opening,NA,highway,snow,morning,high,under,0.619
texting_left,phone,NA,none,talking,looking_road,undefined,NA,rural,rain,evening,medium,severe_over,0.611
texting_left,phone,NA,none,talking,not_looking_road,close,NA,rural,snow,morning,medium,severe_over,0.742
texting_left,phone,NA,none,talking,not_looking_road,closing,NA,highway,rain,morning,medium,severe_over,0.742
texting_left,phone,NA,none,talking,not_looking_road,open,NA,urban,clear,evening,high,severe_over,0.676
texting_left,phone,NA,none,talking,not_looking_road,opening,NA,urban,clear,afternoon,high,severe_over,0.689
texting_left,phone,NA,none,talking,not_looking_road,undefined,NA,highway,snow,afternoon,high,under,0.738
texting_left,phone,NA,only_right,talking,looking_road,close,NA,highway,fog,morning,medium,none,0.434
texting_left,phone,NA,only_right,talking,looking_road,closing,NA,urban,rain,morning,medium,none,0.389
texting_left,phone,NA,only_right,talking,looking_road,open,NA,highway,clear,morning,high,severe_over,0.414
texting_left,phone,NA,only_right,talking,looking_road,opening,NA,highway,rain,evening,high,severe_over,0.529
texting_left,phone,NA,only_right,talking,looking_road,undefined,NA,highway,clear,morning,high,severe_over,0.447
texting_left,phone,NA,only_right,talking,not_looking_road,close,NA,rural,clear,afternoon,high,under,0.5
texting_left,phone,NA,only_right,talking,not_looking_road,closing,NA,urban,fog,afternoon,high,under,0.578
texting_left,phone,NA,only_right,talking,not_looking_road,open,NA,urban,clear,afternoon,high,none,0.426
texting_left,phone,NA,only_right,talking,not_looking_road,opening,NA,urban,clear,evening,high,none,0.48
texting_left,phone,NA,only_right,talking,not_looking_road,undefined,NA,highway,rain,afternoon,medium,under,0.525
texting_left,phone,NA,hand_on_gear,talking,looking_road,close,NA,highway,rain,evening,high,under,0.488
texting_left,phone,NA,hand_on_gear,talking,looking_road,closing,NA,highway,rain,evening,high,severe_over,0.545
texting_left,phone,NA,hand_on_gear,talking,looking_road,open,NA,highway,rain,night,medium,severe_over,0.475
texting_left,phone,NA,hand_on_gear,talking,looking_road,opening,NA,rural,rain,afternoon,medium,severe_over,0.426
texting_left,phone,NA,hand_on_gear,talking,looking_road,undefined,NA,urban,rain,evening,medium,severe_over,0.463
texting_left,phone,NA,hand_on_gear,talking,not_looking_road,close,NA,urban,clear,evening,low,severe_over,0.537
texting_left,phone,NA,hand_on_gear,talking,not_looking_road,closing,NA,highway,clear,evening,medium,over,0.545
texting_left,phone,NA,hand_on_gear,talking,not_looking_road,open,NA,urban,snow,evening,high,under,0.537
texting_left,phone,NA,hand_on_gear,talking,not_looking_road,opening,NA,rural,rain,afternoon,medium,severe_over,0.525
texting_left,phone,NA,hand_on_gear,talking,not_looking_road,undefined,NA,urban,rain,morning,high,severe_over,0.545
texting_left,phone,NA,none,not_talking,looking_road,close,NA,highway,fog,evening,medium,none,0.59
texting_left,phone,NA,none,not_talking,looking_road,closing,NA,highway,snow,morning,high,under,0.619
texting_left,phone,NA,none,not_talking,looking_road,open,NA,urban,clear,morning,medium,over,0.447
texting_left,phone,NA,none,not_talking,looking_road,opening,NA,urban,rain,morning,medium,severe_over,0.553
texting_left,phone,NA,none,not_talking,looking_road,undefined,NA,urban,clear,morning,high,none,0.455
texting_left,phone,NA,none,not_talking,not_looking_road,close,NA,urban,clear,afternoon,high,under,0.631
texting_left,phone,NA,none,not_talking,not_looking_road,closing,NA,urban,clear,evening,medium,over,0.652
texting_left,phone,NA,none,not_talking,not_looking_road,open,NA,highway,fog,afternoon,medium,under,0.627
texting_left,phone,NA,none,not_talking,not_looking_road,opening,NA,rural,snow,night,high,none,0.68
texting_left,phone,NA,none,not_talking,not_looking_road,undefined,NA,rural,rain,afternoon,medium,severe_over,0.656
texting_left,phone,NA,only_right,not_talking,looking_road,close,NA,rural,clear,morning,high,severe_over,0.406
texting_left,phone,NA,only_right,not_talking,looking_road,closing,NA,urban,clear,evening,high,severe_over,0.463
texting_left,phone,NA,only_right,not_talking,looking_road,open,NA,urban,rain,evening,medium,none,0.332
texting_left,phone,NA,only_right,not_talking,looking_road,opening,NA,rural,clear,night,medium,over,0.377
texting_left,phone,NA,only_right,not_talking,looking_road,undefined,NA,highway,rain,evening,medium,under,0.414
texting_left,phone,NA,only_right,not_talking,not_looking_road,close,NA,urban,fog,evening,high,severe_over,0.623
texting_left,phone,NA,only_right,not_talking,not_looking_road,closing,NA,urban,clear,afternoon,medium,over,0.484
texting_left,phone,NA,only_right,not_talking,not_looking_road,open,NA,urban,clear,evening,medium,over,0.439
texting_left,phone,NA,only_right,not_talking,not_looking_road,opening,NA,urban,snow,afternoon,medium,severe_over,0.566
texting_left,phone,NA,only_right,not_talking,not_looking_road,undefined,NA,highway,rain,morning,medium,severe_over,0.529
texting_left,phone,NA,hand_on_gear,not_talking,looking_road,close,NA,urban,clear,afternoon,high,severe_over,0.426
texting_left,phone,NA,hand_on_gear,not_talking,looking_road,closing,NA,highway,clear,evening,high,severe_over,0.471
texting_left,phone,NA,hand_on_gear,not_talking,looking_road,open,NA,urban,rain,evening,medium,under,0.34
texting_left,phone,NA,hand_on_gear,not_talking,looking_road,opening,NA,urban,clear,afternoon,medium,under,0.311
texting_left,phone,NA,hand_on_gear,not_talking,looking_road,undefined,NA,urban,clear,evening,high,severe_over,0.414
texting_left,phone,NA,hand_on_gear,not_talking,not_looking_road,close,NA,urban,clear,afternoon,high,under,0.467
texting_left,phone,NA,hand_on_gear,not_talking,not_looking_road,closing,NA,highway,clear,afternoon,high,severe_over,0.549
texting_left,phone,NA,hand_on_gear,not_talking,not_looking_road,open,NA,rural,snow,evening,high,none,0.463
texting_left,phone,NA,hand_on_gear,not_talking,not_looking_road,opening,NA,urban,snow,afternoon,low,none,0.451
texting_left,phone,NA,hand_on_gear,not_talking,not_looking_road,undefined,NA,highway,rain,morning,medium,severe_over,0.512
texting_left,phone,NA,none,Yawning,looking_road,close,NA,urban,rain,morning,high,severe_over,0.611
texting_left,phone,NA,none,Yawning,looking_road,closing,NA,highway,clear,morning,medium,over,0.537
texting_left,phone,NA,none,Yawning,looking_road,open,NA,rural,rain,afternoon,medium,severe_over,0.525
texting_left,phone,NA,none,Yawning,looking_road,opening,NA,highway,rain,morning,high,severe_over,0.602
texting_left,phone,NA,none,Yawning,looking_road,undefined,NA,urban,fog,evening,high,none,0.557
texting_left,phone,NA,none,Yawning,not_looking_road,close,NA,rural,fog,evening,medium,none,0.648
texting_left,phone,NA,none,Yawning,not_looking_road,closing,NA,highway,rain,afternoon,medium,none,0.648
texting_left,phone,NA,none,Yawning,not_looking_road,open,NA,highway,rain,evening,medium,severe_over,0.684
texting_left,phone,NA,none,Yawning,not_looking_road,opening,NA,urban,clear,morning,low,over,0.561
texting_left,phone,NA,none,Yawning,not_looking_road,undefined,NA,rural,clear,afternoon,medium,over,0.582
texting_left,phone,NA,only_right,Yawning,looking_road,close,NA,highway,snow,evening,medium,severe_over,0.545
texting_left,phone,NA,only_right,Yawning,looking_road,closing,NA,highway,rain,evening,medium,under,0.447
texting_left,phone,NA,only_right,Yawning,looking_road,open,NA,urban,snow,night,high,severe_over,0.5
texting_left,phone,NA,only_right,Yawning,looking_road,opening,NA,highway,rain,morning,high,under,0.398
texting_left,phone,NA,only_right,Yawning,looking_road,undefined,NA,highway,fog,afternoon,medium,none,0.389
texting_left,phone,NA,only_right,Yawning,not_looking_road,close,NA,highway,rain,morning,medium,severe_over,0.561
texting_left,phone,NA,only_right,Yawning,not_looking_road,closing,NA,urban,rain,afternoon,high,under,0.525
texting_left,phone,NA,only_right,Yawning,not_looking_road,open,NA,highway,clear,afternoon,medium,severe_over,0.475
texting_left,phone,NA,only_right,Yawning,not_looking_road,opening,NA,urban,rain,evening,high,severe_over,0.57
texting_left,phone,NA,only_right,Yawning,not_looking_road,undefined,NA,urban,clear,evening,high,severe_over,0.529
texting_left,phone,NA,hand_on_gear,Yawning,looking_road,close,NA,urban,clear,morning,high,under,0.348
texting_left,phone,NA,hand_on_gear,Yawning,looking_road,closing,NA,urban,fog,afternoon,high,severe_over,0.488
texting_left,phone,NA,hand_on_gear,Yawning,looking_road,open,NA,urban,rain,morning,medium,severe_over,0.357
texting_left,phone,NA,hand_on_gear,Yawning,looking_road,opening,NA,highway,clear,morning,medium,under,0.316
texting_left,phone,NA,hand_on_gear,Yawning,looking_road,undefined,NA,highway,fog,evening,high,under,0.443
texting_left,phone,NA,hand_on_gear,Yawning,not_looking_road,close,NA,highway,snow,evening,medium,severe_over,0.627
texting_left,phone,NA,hand_on_gear,Yawning,not_looking_road,closing,NA,highway,clear,afternoon,high,severe_over,0.549
texting_left,phone,NA,hand_on_gear,Yawning,not_looking_road,open,NA,urban,clear,morning,high,severe_over,0.439
texting_left,phone,NA,hand_on_gear,Yawning,not_looking_road,opening,NA,highway,snow,afternoon,medium,none,0.492
texting_left,phone,NA,hand_on_gear,Yawning,not_looking_road,undefined,NA,rural,clear,evening,medium,over,0.439
phonecall_right,phone,NA,none,talking,looking_road,close,not_yawning,urban,rain,evening,high,severe_over,0.619
phonecall_right,phone,NA,none,talking,looking_road,closing,not_yawning,highway,snow,morning,high,under,0.586
phonecall_right,phone,NA,none,talking,looking_road,open,not_yawning,rural,clear,morning,high,under,0.398
phonecall_right,phone,NA,none,talking,looking_road,opening,not_yawning,highway,clear,afternoon,medium,under,0.467
phonecall_right,phone,NA,none,talking,looking_road,undefined,not_yawning,urban,clear,evening,medium,severe_over,0.52
phonecall_right,phone,NA,none,not_talking,looking_road,close,not_yawning,urban,rain,evening,medium,under,0.504
phonecall_right,phone,NA,none,not_talking,looking_road,closing,not_yawning,urban,clear,evening,low,under,0.447
phonecall_right,phone,NA,none,not_talking,looking_road,open,not_yawning,highway,fog,afternoon,high,severe_over,0.545
phonecall_right,phone,NA,none,not_talking,looking_road,opening,not_yawning,highway,fog,evening,high,none,0.516
phonecall_right,phone,NA,none,not_talking,looking_road,undefined,not_yawning,highway,rain,evening,high,severe_over,0.578
phonecall_right,phone,NA,none,Yawning,looking_road,close,not_yawning,highway,rain,evening,medium,severe_over,0.586
phonecall_right,phone,NA,none,Yawning,looking_road,closing,not_yawning,highway,rain,morning,high,none,0.488
phonecall_right,phone,NA,none,Yawning,looking_road,open,not_yawning,highway,rain,evening,high,none,0.463
phonecall_right,phone,NA,none,Yawning,looking_road,opening,not_yawning,highway,clear,afternoon,high,severe_over,0.516
phonecall_right,phone,NA,none,Yawning,looking_road,undefined,not_yawning,rural,snow,night,high,severe_over,0.598
phonecall_right,phone,NA,only_left,talking,looking_road,close,not_yawning,highway,rain,afternoon,medium,under,0.393
phonecall_right,phone,NA,only_left,talking,looking_road,closing,not_yawning,highway,fog,evening,high,none,0.434
phonecall_right,phone,NA,only_left,talking,looking_road,open,not_yawning,highway,fog,evening,high,severe_over,0.451
phonecall_right,phone,NA,only_left,talking,looking_road,opening,not_yawning,urban,clear,evening,medium,under,0.316
phonecall_right,phone,NA,only_left,talking,looking_road,undefined,not_yawning,highway,clear,evening,high,severe_over,0.422
phonecall_right,phone,NA,only_left,not_talking,looking_road,close,not_yawning,highway,clear,evening,medium,severe_over,0.398
phonecall_right,phone,NA,only_left,not_talking,looking_road,closing,not_yawning,urban,fog,evening,high,severe_over,0.459
phonecall_right,phone,NA,only_left,not_talking,looking_road,open,not_yawning,highway,fog,evening,high,severe_over,0.418
phonecall_right,phone,NA,only_left,not_talking,looking_road,opening,not_yawning,urban,rain,morning,high,severe_over,0.365
phonecall_right,phone,NA,only_left,not_talking,looking_road,undefined,not_yawning,highway,rain,night,high,severe_over,0.451
phonecall_right,phone,NA,only_left,Yawning,looking_road,close,not_yawning,urban,clear,afternoon,high,severe_over,0.377
phonecall_right,phone,NA,only_left,Yawning,looking_road,closing,not_yawning,highway,snow,morning,low,under,0.365
phonecall_right,phone,NA,only_left,Yawning,looking_road,open,not_yawning,highway,clear,evening,low,under,0.258
phonecall_right,phone,NA,only_left,Yawning,looking_road,opening,not_yawning,highway,clear,evening,medium,over,0.332
phonecall_right,phone,NA,only_left,Yawning,looking_road,undefined,not_yawning,highway,rain,morning,high,severe_over,0.389
phonecall_right,phone,NA,hand_on_gear,talking,looking_road,close,not_yawning,highway,rain,morning,high,severe_over,0.439
phonecall_right,phone,NA,hand_on_gear,talking,looking_road,closing,not_yawning,urban,rain,morning,medium,severe_over,0.389
phonecall_right,phone,NA,hand_on_gear,talking,looking_road,open,not_yawning,rural,rain,evening,medium,severe_over,0.348
phonecall_right,phone,NA,hand_on_gear,talking,looking_road,opening,not_yawning,rural,snow,night,high,severe_over,0.467
phonecall_right,phone,NA,hand_on_gear,talking,looking_road,undefined,not_yawning,highway,snow,morning,high,severe_over,0.447
phonecall_right,phone,NA,hand_on_gear,not_talking,looking_road,close,not_yawning,highway,rain,morning,medium,under,0.324
phonecall_right,phone,NA,hand_on_gear,not_talking,looking_road,closing,not_yawning,urban,clear,evening,high,severe_over,0.381
phonecall_right,phone,NA,hand_on_gear,not_talking,looking_road,open,not_yawning,highway,rain,evening,medium,none,0.275
phonecall_right,phone,NA,hand_on_gear,not_talking,looking_road,opening,not_yawning,urban,rain,afternoon,medium,under,0.287
phonecall_right,phone,NA,hand_on_gear,not_talking,looking_road,undefined,not_yawning,highway,clear,evening,high,severe_over,0.373
phonecall_right,phone,NA,hand_on_gear,Yawning,looking_road,close,not_yawning,highway,clear,afternoon,high,severe_over,0.385
phonecall_right,phone,NA,hand_on_gear,Yawning,looking_road,closing,not_yawning,urban,fog,afternoon,high,severe_over,0.422
